x,y,class
1.8633059,23.956116,1
2.9208016,23.451487,1
2.201205,23.271147,1
1.5205961,22.892897,1
2.1626263,23.04551,1
2.440959,23.313066,1
1.7473556,24.078104,1
1.9818519,22.829103,1
2.2092524,22.18314,1
2.0378447,22.024393,1
2.618031,23.176397,1
2.3976893,23.866337,1
2.021758,23.11897,1
2.310132,23.306011,1
2.3514345,23.974415,1
2.6909952,22.507868,1
2.0257688,23.666954,1
2.5129843,23.340593,1
2.5041842,23.041142,1
0.015082597,22.176424,1
2.0060635,22.639885,1
1.952527,22.598228,1
0.115545966,22.346498,1
1.6951339,23.159977,1
1.6852126,22.032345,1
2.1173272,23.594236,1
2.2992916,23.843973,1
2.945728,23.29985,1
2.490032,23.773865,1
2.3594296,23.363676,1
1.6425714,23.714514,1
2.3232858,23.297712,1
2.500427,23.808695,1
1.7129014,23.692669,1
2.247517,23.552992,1
2.0779748,23.06232,1
2.0538406,23.665203,1
0.9903443,8.354527,3
2.5271094,8.02131,3
2.8636847,23.4495,1
1.4654332,23.112297,1
1.818354,23.840504,1
2.4219909,23.183178,1
2.9677572,23.363459,1
1.9139758,22.829008,1
2.2389872,22.980124,1
2.4050527,23.457748,1
2.4950964,23.827265,1
1.6633717,24.10057,1
1.7840924,22.992659,1
2.303649,23.745306,1
1.4190844,22.815788,1
0.12171764,22.387419,1
2.173582,23.470753,1
1.9539024,24.050558,1
2.0068145,22.11745,1
2.9839585,23.35542,1
1.8247478,23.447767,1
1.9151893,22.701805,1
1.9160886,23.599104,1
1.6856639,22.447006,1
2.5420866,23.731504,1
1.9312111,24.080227,1
1.8829209,23.516846,1
1.9443433,24.057312,1
1.882874,23.31097,1
1.7543541,24.067297,1
1.1494175,22.698772,1
2.5478303,23.652685,1
2.2338426,23.826742,1
2.4616323,23.75934,1
1.4786584,23.154654,1
2.8591306,23.365196,1
-0.011772813,22.15623,1
2.2975938,23.68632,1
2.057436,23.29204,1
0.22659047,22.393953,1
2.2136238,23.177755,1
0.93498033,22.924118,1
2.1645794,23.718248,1
2.6179893,23.015781,1
2.3334644,23.7266,1
2.9923792,23.001936,1
1.9920803,23.557373,1
0.019893136,22.202652,1
2.645499,23.416021,1
2.7472565,23.299837,1
2.4797971,23.940903,1
1.5994058,23.493435,1
2.0531986,23.115091,1
1.7542995,23.603886,1
2.0473757,22.46392,1
2.798599,23.43876,1
0.21884991,22.361866,1
2.63285,22.369432,1
1.4888265,22.713455,1
2.5919719,23.854788,1
0.6300408,22.48441,1
0.2913877,22.360458,1
1.2711637,22.727505,1
2.3711336,23.837643,1
1.9471488,23.05834,1
1.3408519,22.785349,1
1.0315856,22.473558,1
2.2898917,23.347012,1
2.9216936,23.437695,1
2.1053865,23.845016,1
1.4259387,22.664494,1
1.1775557,23.479588,1
2.1466284,23.894548,1
1.4732801,22.836676,1
1.9280933,23.596292,1
0.5063168,22.638329,1
1.2911022,22.786556,1
2.202969,22.256,1
1.2511814,23.178474,1
0.8726182,22.000309,1
1.6683241,23.709827,1
1.2735387,22.855762,1
0.060540017,22.207367,1
2.5146883,23.865063,1
1.4717323,23.461346,1
1.8184366,24.048939,1
2.5769556,23.53371,1
1.9149694,23.292435,1
1.4782746,23.816195,1
2.3822682,23.364475,1
0.9820283,23.30517,1
1.574765,22.808657,1
1.0674877,23.37782,1
2.2998943,22.958523,1
2.231551,22.157001,1
1.4504473,23.211874,1
2.5646114,23.900345,1
2.0171382,23.008377,1
2.03457,24.060884,1
1.5616595,23.713863,1
1.9598333,23.911613,1
2.5165603,23.289345,1
1.1457105,23.307068,1
1.8769954,23.785103,1
1.9986528,23.06512,1
2.06474,24.045738,1
1.4681336,23.782907,1
2.6588469,23.450506,1
2.5917723,23.84055,1
1.6759588,23.17658,1
1.5616381,23.215342,1
1.5660112,23.840826,1
0.329535,22.544157,1
1.9041505,23.983454,1
1.0555073,23.368067,1
1.5909784,24.020067,1
1.1076866,23.359335,1
0.5101058,22.271893,1
1.0973114,23.556791,1
1.790931,22.35926,1
1.5221152,23.681225,1
1.7325463,22.38558,1
1.1902136,21.804638,1
1.9502281,21.17859,1
2.0015073,21.479681,1
1.8901451,21.550173,1
2.0201802,21.493631,1
2.2076986,21.240307,1
1.1869619,22.57421,1
2.014919,21.955038,1
1.5423872,21.876762,1
1.9871311,21.170328,1
2.0455816,21.737343,1
1.7962252,21.548769,1
1.2575938,22.47752,1
2.0897179,21.49098,1
1.8779844,21.248821,1
2.1853702,21.21083,1
1.9214909,21.734734,1
2.2395172,21.4446,1
1.7056332,22.480936,1
2.034028,21.302618,1
1.3059078,21.827097,1
1.9487704,20.866789,1
2.0155504,21.005028,1
1.7628725,21.710472,1
1.9902233,20.904024,1
2.1548238,21.142794,1
2.0233853,21.05996,1
1.2861199,21.82234,1
2.70384,22.631544,1
1.942669,20.86367,1
2.1157382,21.15819,1
2.1452518,21.299425,1
1.9631363,20.92797,1
1.9138365,20.9257,1
1.9481493,21.87939,1
2.0944471,21.380236,1
2.101714,21.152287,1
2.0953765,21.184671,1
2.2020507,21.086357,1
2.141147,21.167284,1
0.2739489,22.107044,1
2.1895323,21.542189,1
2.2213004,21.527119,1
2.043123,21.022427,1
2.3285909,21.43694,1
2.0757391,21.281734,1
1.9426112,20.873137,1
1.9255883,20.850973,1
2.2098575,22.300003,1
2.184177,21.925703,1
1.0190914,22.21938,1
2.0990849,22.42671,1
0.15997079,22.184572,1
2.5613072,22.457577,1
2.5272985,22.397331,1
2.4576268,22.380682,1
2.4290133,22.504559,1
2.2307472,22.298277,1
1.1463288,23.377283,1
2.1702178,22.022448,1
2.3131623,22.28668,1
1.9068341,22.369667,1
2.5410264,22.233318,1
0.9931961,21.848127,1
2.4844682,22.41914,1
0.30096197,22.211174,1
2.1532435,22.778753,1
2.2671287,22.64991,1
2.1210527,22.475288,1
2.4583676,22.43981,1
2.0924737,23.621502,1
2.0560462,22.440197,1
-0.07032573,22.112179,1
2.682537,22.54966,1
0.030868953,21.720678,1
2.6900501,22.549944,1
2.1229222,21.912678,1
1.9623449,22.34368,1
1.3900336,22.23422,1
2.378044,22.464668,1
2.3959482,22.420822,1
0.2797288,22.136139,1
1.7191266,22.20558,1
1.4847847,21.95725,1
1.9690106,22.389544,1
2.4412475,22.46853,1
2.1826906,22.084364,1
1.8375058,22.084593,1
2.128421,22.33421,1
2.685457,22.568562,1
2.352548,22.412493,1
0.19726487,22.308624,1
2.9828126,22.768707,1
1.8844585,22.38935,1
1.9370735,22.757324,1
-0.13435648,21.98305,1
2.961814,22.735413,1
1.6450021,22.71715,1
2.9776976,22.71784,1
1.802642,22.233206,1
-0.17566568,21.94777,1
2.9695132,22.689007,1
2.8710601,22.431316,1
-0.20814985,21.869947,1
-0.14280602,21.650953,1
-0.17112947,21.963947,1
2.50561,22.532026,1
-0.06391901,22.119562,1
3.0056849,22.730478,1
2.9717333,22.668623,1
-0.16782779,21.57977,1
-0.13159615,21.902525,1
-0.20000082,21.909292,1
0.25089,21.699526,1
0.007230037,21.86341,1
0.093688704,21.838448,1
1.9354442,23.519268,1
2.7229154,22.584188,1
-0.16890663,21.487743,1
0.86379164,21.78755,1
-0.193396,21.755892,1
-0.23552391,21.88944,1
-0.41815063,21.311691,1
-0.12332405,21.932274,1
-0.29596114,21.80154,1
2.7750502,22.631187,1
2.2805872,23.54649,1
-0.1767794,21.705679,1
-0.23555836,21.923872,1
2.1455925,22.57515,1
2.763959,22.384665,1
-0.094828434,21.887459,1
-0.35899207,21.726053,1
-0.47157013,21.423622,1
-0.5326352,21.349133,1
-0.5470401,21.305672,1
-0.38300627,21.718641,1
-0.1490963,21.71186,1
-0.097197436,21.604174,1
2.5031497,22.349693,1
-0.14080311,21.524672,1
-0.3128497,21.494322,1
-0.4268184,21.387913,1
-0.09572248,21.529112,1
-0.09429257,21.65405,1
-0.046224866,21.633566,1
-0.57653785,21.276989,1
-0.51496786,21.309805,1
-0.47353315,21.301105,1
-0.4554388,21.416119,1
-0.31362212,21.46992,1
0.967764,21.834282,1
-0.5850422,21.253675,1
-0.25024596,21.532028,1
-0.27239057,21.49628,1
-0.5413173,21.310015,1
-0.22467834,21.555365,1
-0.5626998,21.276754,1
-0.6324699,21.21719,1
0.10325033,21.65471,1
-0.44061613,21.289083,1
2.5276248,22.28198,1
-0.5657545,21.303778,1
-0.3505297,21.403517,1
-0.5878603,21.269861,1
-0.5662417,21.311161,1
-0.043237567,21.68661,1
0.101298966,21.63123,1
-0.34843656,21.506952,1
0.008736338,21.610525,1
0.11918795,21.69618,1
-0.45442003,21.413267,1
-0.14444084,21.781673,1
2.1478388,22.533854,1
-0.012163291,21.529076,1
0.026480913,21.660288,1
-0.34878814,21.688793,1
-0.6353788,21.362259,1
-0.38911548,21.695393,1
-0.12903544,21.595934,1
-0.14580867,21.5811,1
-0.45452175,21.416964,1
-0.059118185,21.548265,1
0.009805642,21.67594,1
-0.54494405,21.2946,1
-0.05621048,21.68414,1
0.019852871,21.719027,1
1.9272233,22.526628,1
-0.2187541,21.849195,1
-0.5480477,21.330904,1
-0.27271017,21.946297,1
3.019472,22.748087,1
2.2753544,21.513504,1
2.9469903,23.028265,1
1.464885,22.678312,1
2.4449503,22.323997,1
2.149117,21.812674,1
2.1811996,21.612097,1
2.3162613,21.669792,1
2.171198,21.819422,1
2.9822013,22.646355,1
1.7503422,21.191776,1
0.33132488,21.609924,1
1.8494854,20.93045,1
2.200474,21.49125,1
2.9643533,22.815737,1
2.3323314,21.552458,1
1.8666929,21.232344,1
2.0663755,21.736578,1
2.174405,21.357431,1
2.1264226,21.279905,1
2.1433191,21.42316,1
1.8888112,21.325869,1
1.7018276,22.804998,1
0.9279372,21.751862,1
1.7986388,21.372879,1
2.052118,21.426994,1
2.0674827,22.526398,1
2.1987755,21.378527,1
0.06519418,21.668303,1
-0.007212826,21.853899,1
2.2101927,21.188091,1
0.8229157,21.825567,1
1.2289937,22.52902,1
2.211093,21.326433,1
2.1248012,21.439022,1
1.7115022,22.103125,1
1.7253891,22.34962,1
1.8525753,21.35363,1
1.5590196,21.81506,1
2.1866171,21.330023,1
1.0994667,21.671158,1
1.8078928,22.515184,1
-0.12427714,21.840553,1
1.9075848,20.846262,1
-0.002532896,22.147621,1
0.33874995,21.787601,1
1.7493279,21.139841,1
1.8015817,21.449808,1
2.0550187,22.699167,1
1.7376127,22.466413,1
1.8426292,20.862251,1
1.8551478,21.308464,1
2.0318038,21.600471,1
1.8486804,21.359756,1
0.9414323,21.82093,1
1.8848222,20.880138,1
2.3013144,21.388668,1
1.9347957,21.723528,1
1.8038298,21.300728,1
2.2269847,22.296288,1
2.0389886,21.152512,1
1.7954606,21.108397,1
1.709156,22.624817,1
1.8455359,21.34689,1
1.8312162,21.071003,1
2.3501174,22.340988,1
2.0157375,21.030924,1
2.1735272,21.19737,1
0.90245533,22.086317,1
1.7155194,21.734137,1
1.9156051,20.87615,1
2.1074357,22.560009,1
1.2824675,21.825155,1
2.0764358,21.105825,1
1.9200771,20.85601,1
0.28710914,1.8780138,3
-0.22902131,7.3201795,3
1.8323543,5.107756,3
1.3181552,4.68755,3
2.1514971,5.979773,3
1.5624729,4.2085505,3
1.4021864,4.65101,3
0.34729958,2.3610573,3
1.2848,4.964228,3
1.886703,5.03311,3
1.5122641,4.7651963,3
1.577783,4.8390436,3
1.4712657,4.8308325,3
1.5287856,4.968041,3
1.6755636,4.5290656,3
9.007549,5.3444066,3
9.014017,5.346343,3
1.7065289,4.879297,3
1.7759768,4.5820208,3
-0.092992306,2.4125342,3
2.4191942,7.245852,3
1.1472679,7.606823,3
2.7808032,6.4929137,3
2.154586,7.1889477,3
2.844927,6.5877,3
2.4404416,6.388913,3
2.6615481,7.1581354,3
2.2476614,7.7575603,3
2.8330803,7.0920696,3
-0.13247953,2.2933364,3
2.692175,7.3577604,3
1.813628,5.0923996,3
1.9712412,5.2340293,3
2.1315708,5.291113,3
1.6534203,7.6698484,3
2.6187618,7.507055,3
1.8064669,5.3565035,3
2.3303354,7.8255982,3
2.9120743,6.722839,3
2.3886063,8.636898,3
2.4666097,7.6977277,3
0.023322487,2.439644,3
2.4191582,7.717113,3
2.401757,7.7113595,3
2.4112473,7.7450075,3
2.3697388,7.724013,3
2.4172869,7.8252597,3
2.5721667,7.411617,3
2.233889,8.216027,3
0.42108235,2.376733,3
0.09754995,1.9873811,3
0.12971377,2.0072534,3
0.20628996,2.4692812,3
-0.117250554,2.2275107,3
0.31198266,2.5197983,3
0.28013992,2.4575834,3
0.24125308,1.9731213,3
0.40710354,2.0107052,3
0.28517514,2.1826305,3
0.39954033,2.0367284,3
0.392731,1.9530087,3
0.39514396,1.9869528,3
0.40063038,2.0104923,3
-0.10331107,2.1393917,3
0.011588956,2.2349534,3
0.035003707,2.7468235,3
0.03319242,2.6946735,3
0.096584804,2.4747736,3
0.3348928,2.1361535,3
0.06840102,2.4154446,3
3.6839235,7.9186463,3
-0.079473756,2.4762533,3
0.22626628,2.2625992,3
0.081717096,2.076813,3
0.008736954,2.482936,3
0.081247024,2.3306708,3
0.3668727,2.3597128,3
0.43955046,2.4449089,3
0.12432275,2.5432923,3
0.039291907,2.304135,3
0.35618475,2.5903354,3
0.04591532,2.7523277,3
0.42165688,2.227017,3
0.20079792,2.580862,3
0.01055648,2.4963188,3
0.017478593,2.0174124,3
0.41459322,2.3297276,3
0.4092073,2.410708,3
2.4090755,5.2539177,3
0.06106568,2.430683,3
0.1518516,2.4185781,3
0.4931014,2.3697531,3
0.3062767,2.3576012,3
0.20467207,2.3019176,3
0.23723869,1.9487,3
-0.14903884,2.2059803,3
0.037975144,2.6547003,3
0.3801384,2.50555,3
0.2514564,2.3957608,3
0.006358606,2.47776,3
0.18393528,2.0721462,3
0.13226499,2.405269,3
0.265623,2.269754,3
0.37315196,2.4181492,3
0.045360256,2.7431223,3
-0.04290945,2.842108,3
0.00729195,2.8071122,3
0.15780129,2.1937356,3
-0.029266814,2.785446,3
0.21124981,2.6082056,3
0.24917482,2.6377606,3
-0.030608669,2.8281035,3
2.4750783,5.537238,3
0.48014858,2.3525162,3
0.03965821,2.4774837,3
0.2840809,2.4519837,3
0.09475605,2.7250884,3
-0.08590978,2.2112064,3
0.057304397,2.0188525,3
-0.021342915,2.8323677,3
0.36584714,2.8008916,3
-0.047116313,2.767422,3
0.50444883,2.4523766,3
0.03169489,2.7999659,3
0.17996761,2.8205388,3
1.752331,3.8493237,3
-0.10955016,2.5241728,3
0.6998238,3.4404833,3
0.40697208,3.000485,3
0.69595796,3.4314566,3
0.15573128,1.9382564,3
0.39980635,2.405,3
0.37117916,2.5022624,3
0.40233737,2.378463,3
0.681781,3.0887518,3
1.1531411,3.7431226,3
1.1224575,3.7242157,3
0.80274415,3.5728288,3
1.1488726,3.8326595,3
0.8127974,3.9027903,3
0.2675206,1.9074814,3
-0.21497452,7.411099,3
-0.26819986,7.370203,3
-0.1817768,7.5003223,3
0.077318385,8.012105,3
-0.27262172,7.364978,3
-0.16994806,7.315722,3
0.15093873,3.1151173,3
0.4573295,2.4428978,3
0.67259294,3.420937,3
1.7734855,4.4407506,3
1.4867227,4.515914,3
0.23773614,1.8881212,3
1.1493623,3.8166604,3
0.033972662,2.7329204,3
0.67390317,2.8878322,3
0.6828227,2.885686,3
0.44995484,2.7362504,3
0.060262375,2.7523847,3
0.48207742,2.4258642,3
0.5402547,2.5035193,3
0.007943654,2.8150644,3
-0.003122153,2.139869,3
0.5289479,2.863373,3
0.5772167,3.149376,3
0.38453877,2.8801198,3
0.45020956,2.903251,3
0.5863457,3.2166893,3
1.1883355,3.7769146,3
1.13412,3.7159321,3
1.0522565,3.5647285,3
0.034976486,2.8266666,3
0.059858076,2.7891576,3
0.1568158,2.8535144,3
-0.052691247,2.1061814,3
0.05905946,2.9109008,3
0.5124123,3.112815,3
0.43558693,3.047269,3
1.3637217,4.0038505,3
1.1648866,3.741685,3
0.61673975,3.2998147,3
0.93737125,3.3333862,3
1.2422781,4.251629,3
1.1770881,3.7947474,3
0.22144988,1.887026,3
0.72032833,3.4492826,3
0.7425465,3.4898317,3
0.5801687,3.2509975,3
0.6437459,3.3323662,3
-0.11908548,2.9334736,3
-0.044147693,7.220259,3
-0.30339855,7.318448,3
1.3500772,5.015829,3
-0.14608257,7.2931504,3
-0.003445772,2.7928832,3
1.4475194,5.0672398,3
0.057976674,2.0044,3
-0.24905938,7.401386,3
-0.13257445,7.4806714,3
1.3948345,5.2270565,3
-0.3023612,7.3432183,3
-0.21112272,7.428806,3
-0.23029663,7.38904,3
-0.22783081,7.4423337,3
-0.13110472,7.5360603,3
-0.28046647,7.357443,3
-0.060282484,2.4559538,3
-0.2598262,7.386451,3
-0.15662782,7.349829,3
9.002231,5.3434825,3
8.993498,5.331868,3
1.6664219,4.4454174,3
9.006168,5.35481,3
1.5960543,5.328989,3
1.7334299,4.5132723,3
8.996596,5.3368692,3
18.805336,4.884805,2
18.752535,4.921742,2
0.19589671,1.9170058,3
9.014986,5.3446336,3
9.022764,5.3370514,3
9.006102,5.3432326,3
9.009582,5.3440237,3
9.012645,5.343116,3
8.99331,5.3258815,3
1.7326602,4.5082507,3
1.4161458,4.5390983,3
1.7911726,4.4844747,3
0.18650943,1.9518481,3
2.861437,5.820084,3
1.5986468,3.9360044,3
1.6531779,4.0089045,3
1.5803128,4.120702,3
1.6289881,4.0029507,3
1.556709,3.9756489,3
1.9211898,5.2968364,3
1.6039423,4.115341,3
1.401555,4.5424323,3
1.4912237,4.749269,3
1.3270102,4.6562943,3
0.2413016,1.8248744,3
-0.12204084,2.1950407,3
1.3475043,4.625668,3
1.4228654,4.5812707,3
1.3804774,4.550762,3
1.4379541,4.739326,3
1.5152125,4.7593412,3
1.5082436,4.7708635,3
1.2805839,4.9290953,3
1.2740537,4.824021,3
1.4062709,4.5311713,3
0.28543445,1.8749434,3
2.2124777,5.5561714,3
1.7925286,4.955321,3
1.3634093,4.4449925,3
2.041471,5.305217,3
1.2243727,3.95331,3
1.6895103,4.543408,3
1.7545338,4.4427805,3
1.7882651,4.5017104,3
