x,y,class
1.3855706,4.453018,3
1.3926055,4.593888,3
1.9327085,5.509973,3
0.013748894,2.0173965,3
1.7680172,5.492053,3
1.2373186,5.193229,3
0.02687828,7.2637877,3
2.6082234,5.175596,3
2.907541,8.891708,3
2.040855,7.6264033,3
3.1260633,7.188306,3
3.1681373,7.1783514,3
1.8900642,8.380997,3
3.1060328,7.1865926,3
2.0386674,7.6723742,3
1.9478222,8.306727,3
2.1458597,8.498655,3
3.135797,7.1796994,3
1.9587371,8.465429,3
0.3509189,8.249572,3
2.8572972,5.4224916,3
2.6199977,9.138463,3
3.853154,4.6741867,3
1.8331099,5.989734,3
1.8222783,5.588141,3
2.2506614,4.9894695,3
3.0764785,6.7057424,3
2.0206532,7.2702518,3
2.589779,4.949138,3
2.725952,9.145596,3
1.8692522,4.5143867,3
2.6038556,5.3719015,3
0.23024113,7.8146505,3
2.2031596,5.6900196,3
3.0347857,5.3201985,3
3.4564586,8.975677,3
1.956725,4.6686287,3
2.698811,5.6576743,3
2.950203,6.4391403,3
1.9751858,5.580433,3
2.848872,5.242351,3
1.7243803,7.219196,3
2.8098106,8.640594,3
3.5870645,8.804157,3
0.65700144,7.433839,3
2.9705148,6.5573797,3
2.172597,7.4863143,3
2.3509943,4.8853784,3
2.409105,7.219456,3
2.9639254,5.9856186,3
2.6453955,5.457111,3
2.5288687,7.4239616,3
3.2114558,7.7395105,3
1.7292266,5.10402,3
2.487897,7.075562,3
2.891738,6.471581,3
3.3652287,7.4992075,3
3.210981,7.2802086,3
3.3951151,7.447898,3
2.8383603,7.731805,3
2.5423002,5.303094,3
2.3421159,5.4687424,3
2.3587887,5.556778,3
2.6742282,7.325659,3
2.039814,23.813402,1
1.3464402,5.032473,3
1.8026218,7.448842,3
3.1573625,7.353162,3
3.40778,7.5567966,3
3.0068152,6.6272426,3
0.09888784,7.7816744,3
2.4461544,6.639425,3
2.5195081,6.713849,3
0.91986084,7.5284986,3
2.968537,5.199603,3
2.9913735,7.7930474,3
2.491145,7.314887,3
2.3755345,8.437892,3
0.3501608,7.762229,3
2.547551,7.046237,3
3.0475545,7.0240517,3
2.9933934,7.89456,3
3.1448414,5.2846513,3
3.189601,6.35909,3
0.2787059,7.736691,3
2.8353922,7.269156,3
2.9112985,6.8364887,3
0.25207546,7.75251,3
0.7677799,8.338906,3
3.2018905,7.688167,3
1.862748,6.129413,3
2.399585,5.0258465,3
1.1440191,8.895207,3
2.7453525,6.5780334,3
-0.18307813,7.412836,3
2.9546037,5.1316285,3
2.7721245,6.660945,3
2.9133198,6.6159186,3
3.3245852,7.7166886,3
2.9355524,5.3017454,3
2.9667723,5.2380633,3
-0.08405853,7.1889997,3
1.1282555,8.5935545,3
0.8288191,8.293449,3
2.7419214,4.942633,3
2.424897,8.477742,3
1.9262074,7.4669805,3
3.146448,6.86135,3
3.2044399,6.71084,3
0.31060603,8.381901,3
2.8901675,6.4624205,3
2.9905894,6.697773,3
2.8365622,5.4643393,3
3.408271,5.839602,3
3.2356582,7.0581846,3
3.0653706,5.4871335,3
3.0953853,7.148745,3
0.63946855,7.82049,3
3.2522168,7.8669796,3
3.2924113,5.7565627,3
3.001741,7.041691,3
3.4042747,5.4390464,3
2.9526398,6.9594264,3
3.0622344,7.009903,3
2.4419384,7.275527,3
2.8980572,6.6863503,3
3.1207974,7.5234604,3
3.1033425,6.7505274,3
2.9860065,7.7803283,3
2.8961124,7.955938,3
3.180259,7.809921,3
2.955336,9.180909,3
2.588813,7.505727,3
2.2654002,4.8811417,3
0.27814686,8.37005,3
1.9449753,4.61875,3
2.2677953,8.777489,3
2.6471066,7.58193,3
2.6701274,7.852558,3
3.022558,7.9096804,3
1.4101266,7.3146935,3
0.8613371,8.360888,3
2.825818,7.839253,3
2.6697915,5.5830617,3
2.689395,7.5863123,3
2.714756,7.8265724,3
2.7619677,7.7203746,3
3.1888437,7.3832197,3
3.0432463,5.4017143,3
1.8135984,5.647364,3
1.5026937,7.8688345,3
1.9779111,5.3862243,3
2.0494359,6.3098392,3
1.2758939,4.9414406,3
1.3132584,4.860365,3
1.7856576,5.470083,3
1.7394564,5.375965,3
2.1731088,5.140566,3
2.7109885,6.145656,3
0.18433066,8.324403,3
1.9537537,5.3951273,3
2.8559961,6.1450505,3
1.9338971,5.5967126,3
2.9271529,6.469503,3
2.2432075,5.7266183,3
1.9435025,4.6254535,3
0.35060593,8.432985,3
1.4186472,5.179312,3
1.5756444,4.910809,3
0.698639,8.001956,3
2.8444185,7.9779634,3
2.8231387,8.088677,3
1.9064126,5.6071424,3
1.5336696,4.909447,3
2.2007492,4.7918215,3
2.3401058,5.6082006,3
3.2343838,6.4841146,3
1.4337659,5.200465,3
2.7939365,5.854815,3
3.156658,6.859156,3
0.16723053,7.864038,3
1.114348,7.03699,3
2.3582633,7.2091527,3
3.222197,6.422906,3
1.9113426,4.7084546,3
0.5741328,7.5035706,3
1.4342326,5.1436424,3
2.154486,5.6399302,3
2.485652,7.012014,3
2.4488196,7.3814306,3
1.8664178,4.638385,3
1.3050058,8.298775,3
1.9348295,4.758196,3
2.2785344,8.955828,3
3.076239,7.0583754,3
0.53461045,7.622039,3
-9.825297,17.709679,0
2.6730554,5.1840425,3
1.6275643,5.6926265,3
0.7008097,8.846114,3
2.3506303,5.4946384,3
1.9202356,5.479316,3
1.3755236,4.9489098,3
1.8722134,8.442602,3
1.5025386,4.767701,3
1.6283963,4.864116,3
1.7426288,4.9448776,3
2.8874316,6.436855,3
1.9483773,5.400394,3
1.3677944,4.9097214,3
2.0727487,4.679797,3
2.064862,5.87916,3
3.0817928,5.455595,3
0.51506776,7.924359,3
3.419047,7.696246,3
2.6210787,7.8657727,3
2.4916623,5.0636015,3
2.7213023,7.817828,3
3.1769104,6.1441784,3
2.2354205,5.8477807,3
0.97718924,8.385626,3
0.3101296,8.419801,3
1.7842371,8.459334,3
2.9157672,22.62091,1
3.095604,7.069502,3
2.8100033,5.405096,3
2.5023232,7.4118834,3
1.2502092,7.2220078,3
2.8449728,5.6917257,3
2.411207,8.871116,3
1.8834882,5.661759,3
2.5281627,7.3545947,3
1.618505,5.240306,3
1.9349774,5.141411,3
1.8128688,5.1866727,3
2.044988,8.4893465,3
2.371571,7.403586,3
3.0412586,7.8568225,3
1.267885,5.1861796,3
3.6254897,8.0508995,3
2.971556,6.0390034,3
2.1961236,8.223409,3
2.9947867,6.765932,3
2.6776426,7.948017,3
2.2875652,8.315172,3
1.1782016,6.7557826,3
1.939002,7.495817,3
2.0146413,7.101323,3
2.2920058,5.659812,3
2.0546362,4.663644,3
1.3021104,5.1093516,3
1.9459435,4.613402,3
1.4724411,5.2601833,3
3.0640802,5.929101,3
3.4329677,9.064875,3
1.9883679,4.5435987,3
0.72399485,7.7383847,3
3.2531688,6.4803834,3
2.8440974,6.776609,3
2.1164045,4.5416164,3
1.9239694,8.919295,3
3.1708298,6.692448,3
-0.06516179,2.1957166,3
3.412189,7.5210404,3
0.51369506,7.71937,3
1.3088923,8.199371,3
2.8740819,5.836279,3
2.232433,5.6989293,3
1.2630767,8.941227,3
2.083975,8.216863,3
2.2784362,7.321517,3
3.1377153,7.13876,3
2.0157583,8.252056,3
2.5361972,8.408908,3
3.1602829,5.46068,3
1.8571343,6.4130163,3
1.1497779,6.5139213,3
3.5239294,5.8001,3
2.8927188,4.946896,3
3.1093698,7.7223167,3
3.5854573,4.6716323,3
3.9550288,4.599135,3
1.4632512,6.636599,3
3.306263,6.3223467,3
2.9276931,5.0137396,3
0.18316808,7.9333377,3
2.5938234,5.2968535,3
1.4197124,7.823713,3
3.9972446,4.197104,3
2.2868726,5.553602,3
4.3980746,4.2449284,3
2.7915971,4.907862,3
3.2758088,6.614907,3
2.553794,6.211327,3
0.13138717,8.009922,3
2.3008544,5.0714498,3
0.16363804,7.9978843,3
3.092547,5.9560637,3
0.16310956,7.918008,3
2.8237014,5.981078,3
0.14221486,7.935624,3
0.52393514,7.6880407,3
2.9109998,6.3013415,3
2.4827518,6.847426,3
2.5519695,5.064586,3
3.0400789,9.15865,3
0.9880584,7.0819955,3
4.041247,5.6001015,3
2.863559,5.087816,3
4.243245,5.6858935,3
3.076169,6.7826552,3
0.54648364,7.820595,3
2.681427,5.8480716,3
3.4686642,5.92954,3
2.9635496,6.538528,3
2.3310807,6.4833264,3
2.5576558,6.0383983,3
3.3463247,6.801866,3
3.2729948,6.646082,3
4.0544734,4.3183646,3
3.635775,5.58557,3
1.533548,5.66328,3
4.7240686,6.0520916,3
2.7584026,6.2949314,3
2.7876751,5.381325,3
2.6463957,4.964829,3
1.6304824,8.976405,3
3.2560055,7.458052,3
1.2682327,8.114389,3
3.167053,6.089132,3
2.853399,8.604703,3
1.8191267,8.763287,3
1.4534268,8.611686,3
1.0713499,7.767242,3
0.77667356,8.853376,3
0.3641636,8.56364,3
1.8547728,6.6072497,3
2.8704119,6.018159,3
2.6222863,5.1201115,3
0.50623596,8.562055,3
2.5029514,6.1166205,3
1.8240464,5.347201,3
3.879048,4.5893183,3
3.024881,6.556166,3
2.0284693,6.070998,3
1.8951699,6.4031096,3
0.64241254,8.227178,3
2.4228373,5.230542,3
0.95408267,8.9021015,3
3.4083865,5.2551775,3
0.46525195,8.696616,3
0.5510209,8.842951,3
2.3540192,6.119906,3
3.7363021,5.9296927,3
0.5760921,8.383666,3
1.3148625,7.0550623,3
2.313493,6.0370636,3
4.207299,4.274086,3
3.0011914,4.928848,3
3.0954869,5.4447093,3
1.0346472,8.599116,3
3.4788258,5.1066017,3
1.8408445,6.5977125,3
0.3305488,8.478912,3
3.3905911,5.827389,3
0.8247159,7.086663,3
3.345008,4.4819603,3
3.4151928,4.8151684,3
3.6084557,4.2266793,3
2.418189,7.479103,3
1.1620166,8.8583355,3
1.319019,7.1436257,3
4.2328095,4.3247814,3
4.0072055,4.3842416,3
1.8696101,9.246855,3
1.0459774,7.2005825,3
0.3751595,8.500008,3
1.2747014,8.301902,3
0.50752753,8.622306,3
3.7757165,4.655558,3
3.19153,5.9467835,3
2.6730263,5.390838,3
3.3707054,5.203678,3
3.9161625,4.128732,3
0.8754576,8.011543,3
3.2883227,4.986674,3
0.69515055,8.91494,3
3.4220095,4.96191,3
0.23781446,8.402197,3
3.713833,7.093843,3
1.155387,7.65857,3
3.933507,4.460688,3
0.805876,7.5718575,3
4.2977095,3.9647508,3
1.2007021,6.965194,3
0.97682124,6.7494907,3
0.9947374,8.266665,3
2.1287994,6.5960274,3
1.3206209,8.248934,3
3.337875,6.380582,3
1.1982994,8.153355,3
2.855543,8.704616,3
1.4064949,8.00795,3
0.97151035,8.335078,3
2.8904026,6.505257,3
1.9701798,8.89014,3
1.1172966,8.030793,3
0.538907,8.756664,3
1.1450366,8.060366,3
1.7698154,7.792586,3
4.104369,4.5541186,3
4.2142496,4.190651,3
3.4944472,5.823298,3
3.773177,4.1148844,3
0.65047735,7.297593,3
4.236509,3.8986073,3
2.8591318,5.302883,3
2.5340962,5.995552,3
0.35255912,8.507867,3
3.1926863,6.998701,3
3.5263865,4.2098784,3
2.524892,5.737792,3
0.4955628,8.546532,3
1.1632706,6.523986,3
2.853235,6.0409603,3
0.98544335,8.757248,3
1.7351421,6.694251,3
2.9955022,8.23752,3
3.7088578,4.465262,3
0.309842,8.429439,3
2.9963386,7.50213,3
0.89466,8.29715,3
2.7608542,9.079025,3
1.8633766,8.407576,3
3.2535143,9.064159,3
3.5526075,5.9001737,3
0.8672778,7.8139954,3
3.4957597,5.864119,3
2.8806288,8.422849,3
3.788058,4.697526,3
2.5601115,7.2072954,3
4.049341,3.86316,3
1.6647679,6.526949,3
3.3117604,5.608696,3
0.8717102,7.667392,3
0.9026729,8.009139,3
2.901976,7.619242,3
1.0158577,6.657186,3
3.2364676,5.456496,3
1.8544002,6.6322637,3
1.3427178,8.021846,3
2.0546675,6.331463,3
1.8443552,6.220287,3
2.297956,8.497445,3
2.575535,7.624537,3
3.2357512,6.7746763,3
1.2514462,6.282848,3
2.8402812,7.7920003,3
1.959463,5.14467,3
1.7880079,6.220093,3
3.2736669,6.043588,3
1.1018755,6.551753,3
1.6857363,5.7669563,3
0.92588395,8.696206,3
2.4486413,6.1540256,3
2.3857,5.687632,3
4.366519,3.9613533,3
2.9813218,8.606804,3
4.330153,4.2373347,3
1.9955654,6.343169,3
3.27076,6.2770867,3
1.9776254,7.289288,3
3.326421,5.102253,3
3.163677,4.490163,3
0.56577927,7.474771,3
3.3613727,5.8298187,3
2.539266,5.3330903,3
4.289885,4.2302513,3
2.1046467,4.999068,3
2.9142194,5.8166056,3
3.079883,5.9241543,3
4.1827917,4.435222,3
3.2608476,5.855921,3
2.2576866,4.8636904,3
0.7785193,7.5686846,3
2.9991622,6.159524,3
1.9730742,6.9465523,3
0.5524641,7.6385303,3
2.7087681,6.848952,3
4.0264735,5.8796597,3
2.8631697,4.8784876,3
1.5016925,5.604544,3
2.2631423,9.068112,3
3.259568,6.738283,3
2.7335804,7.7831635,3
0.84341645,8.8294525,3
0.5192881,8.725178,3
2.7699428,5.580672,3
2.5918963,5.710503,3
2.8856397,7.694608,3
2.7404766,5.3061113,3
3.38956,4.377296,3
3.4108944,4.824693,3
2.0556312,8.730641,3
3.324663,5.4139624,3
0.21204747,7.8357177,3
3.3629177,4.509905,3
3.935582,3.9958277,3
0.60091287,7.4720488,3
3.2094705,8.791565,3
0.5546233,7.80646,3
1.0265955,8.612346,3
2.945161,8.738648,3
3.3834496,7.000067,3
3.1018324,5.9876723,3
3.2551749,5.879118,3
0.43744612,7.7032056,3
0.5578792,7.9773273,3
3.0149443,6.030922,3
2.783773,5.9354305,3
3.065033,5.5936112,3
1.9482706,6.538007,3
0.4425281,7.7438617,3
3.252988,6.5973306,3
1.1993202,6.5164237,3
1.1903442,7.801346,3
2.2608917,6.6206484,3
2.3704515,6.0675917,3
0.95830506,8.645765,3
3.526304,5.8223186,3
2.2196722,6.1851354,3
3.2317753,4.454573,3
4.210772,4.419272,3
0.17489213,7.973901,3
2.361113,4.96704,3
1.4146837,5.4417343,3
3.2692578,6.2132645,3
1.9898973,9.0027275,3
1.7065268,6.6641955,3
0.47708696,8.543222,3
2.3511279,6.0573587,3
1.4541768,8.786524,3
4.4702096,4.1459675,3
3.5169585,4.3308983,3
0.917425,6.956592,3
4.238508,3.808657,3
0.86037755,8.791907,3
3.8481393,4.723763,3
1.570136,7.3612823,3
1.1045835,8.765668,3
1.9251554,6.6171417,3
2.0377975,6.5041156,3
3.498807,4.738497,3
3.4846165,4.395447,3
2.1355925,7.619944,3
3.6567667,5.157244,3
2.4890766,9.190082,3
3.8411222,4.2931757,3
3.7012758,4.100802,3
3.809281,4.0209894,3
3.7625973,4.152723,3
1.9827645,7.9771996,3
4.103487,6.6057887,3
3.7055087,5.3890033,3
4.154514,4.662966,3
2.1638374,6.2665124,3
3.4855156,8.253089,3
3.440505,6.4980617,3
1.8441776,7.902604,3
0.75485283,8.8997,3
3.6495283,5.157178,3
3.3557997,4.7881093,3
4.135993,5.6028843,3
0.90612894,6.885208,3
2.5350664,8.831346,3
4.404636,4.43723,3
0.37922105,8.541105,3
3.50346,4.5007844,3
3.2955384,4.543841,3
4.57044,4.323504,3
3.4551592,5.1834116,3
4.3193183,3.8449922,3
0.8650891,7.125369,3
2.5314906,5.98024,3
3.6800277,4.552284,3
3.6755297,4.5817404,3
4.040085,4.7834005,3
2.1070035,8.430151,3
3.5221226,4.2473855,3
1.0257477,6.7057567,3
3.8049977,5.836522,3
2.0658753,6.442715,3
4.232689,5.21825,3
3.628368,5.850165,3
4.6018586,4.233453,3
1.0553352,7.459887,3
1.9207302,8.561754,3
3.9543293,4.5131245,3
1.9153496,6.7093925,3
2.7464805,9.099736,3
1.9756408,7.25671,3
1.0604953,8.371467,3
2.321472,8.20229,3
3.1752014,7.1100545,3
2.147856,8.712398,3
2.237654,8.165381,3
2.90725,7.1415257,3
3.4774668,5.9796925,3
2.1546025,5.844641,3
1.3895926,9.01032,3
3.392876,9.097969,3
4.275685,3.8245318,3
2.8776839,8.208217,3
3.3019128,4.4549217,3
1.1571788,6.8397613,3
3.9753737,3.919095,3
3.6669188,5.3794804,3
2.9673648,9.131788,3
3.490787,4.370762,3
2.785021,9.057941,3
2.656713,9.098438,3
2.7801983,9.103532,3
4.004197,4.1771007,3
1.3229861,8.896888,3
1.874511,9.251453,3
3.2966921,4.4149327,3
2.369632,5.7380395,3
4.4630113,3.9687371,3
4.440062,4.2299366,3
3.6218114,4.8523617,3
1.6310011,6.7005014,3
1.6707728,6.718759,3
1.7849218,6.99145,3
1.1427077,7.70314,3
2.253447,6.2613945,3
3.2876637,4.556168,3
1.6576806,8.464053,3
3.4302857,4.381119,3
3.9612658,4.480773,3
3.3015704,4.417133,3
3.4644744,5.132979,3
3.4296472,4.372405,3
1.8455845,8.432723,3
2.420189,8.026775,3
4.5182314,4.1259303,3
1.4929457,7.9734497,3
1.3746675,8.832322,3
2.158881,6.380687,3
2.1103761,7.8731623,3
4.623464,4.289269,3
4.644042,4.254746,3
3.3553464,4.649075,3
1.7547629,8.459456,3
1.5284142,7.5764165,3
1.4250875,8.491107,3
2.2296343,6.933664,3
3.028741,6.3754025,3
2.1026444,6.8268003,3
1.8673301,7.439668,3
2.4338315,6.0869923,3
0.7276415,8.616997,3
3.9986663,4.4461746,3
1.5518569,8.14643,3
3.7911155,4.6026917,3
1.1935778,6.5905585,3
2.5313945,5.991286,3
3.3412507,6.289601,3
1.4487443,8.371317,3
0.87863195,8.600003,3
1.1668539,8.48656,3
2.4788888,8.969804,3
2.6307375,9.188967,3
1.9301465,6.3357244,3
0.4286874,8.549911,3
3.060922,9.079655,3
4.1365886,4.31283,3
1.9740068,6.377665,3
3.0404038,6.5227404,3
2.513438,9.262311,3
4.658363,5.679499,3
1.6583136,6.7214737,3
4.1961813,4.341833,3
2.3031723,8.9283085,3
3.0030663,4.9978275,3
2.4154587,7.1683855,3
3.4332316,6.263758,3
4.0911207,4.3448195,3
2.7128584,5.9995003,3
1.3058512,8.951578,3
3.3996136,6.4329805,3
3.597688,4.3270793,3
3.6256983,5.5741453,3
0.41265765,8.531457,3
2.0107706,6.9221816,3
3.69437,4.6506767,3
3.456423,5.1807175,3
4.595533,4.333274,3
1.3307564,8.904464,3
3.8667326,4.1984057,3
1.7834394,7.9564652,3
3.3106847,6.6559224,3
4.728857,4.3149405,3
4.7717,4.4573064,3
4.0355506,4.749736,3
3.8185616,7.0403495,3
4.278439,4.290532,3
1.1814467,7.728878,3
4.4384227,3.9230409,3
4.4063005,3.9141314,3
4.357628,3.908529,3
4.563856,4.289424,3
4.4673085,4.3290915,3
1.8685106,7.927706,3
3.7034895,5.7260246,3
4.0871334,5.192767,3
3.754606,4.4863815,3
2.1869624,8.813344,3
4.6776924,4.1489735,3
2.3314672,9.196522,3
-0.051849857,9.342581,3
3.5488954,8.825297,3
4.402941,4.029235,3
0.6224309,8.550719,3
3.1718705,8.518355,3
-0.039956693,9.343976,3
1.1268454,8.176621,3
2.113884,7.1016064,3
1.4454008,8.691859,3
3.4911432,5.0092344,3
4.433575,3.8032722,3
3.6669846,8.20221,3
4.1883225,4.0979514,3
4.4929967,3.8211296,3
1.869363,6.932886,3
1.7966884,7.0253243,3
2.4648995,6.1543894,3
0.5048127,8.577576,3
4.075608,4.8075867,3
2.282189,6.246639,3
4.223945,3.8246834,3
4.396692,3.8535695,3
4.4157553,3.8422625,3
3.39876,5.217061,3
3.6385736,8.505314,3
3.8917148,4.4662037,3
4.5518003,4.3128066,3
4.2710934,4.273613,3
3.964245,4.2725477,3
4.574257,3.8635836,3
3.4628222,7.4768777,3
2.2964702,6.202933,3
2.179545,6.476711,3
3.5263696,4.877468,3
3.408021,4.6673503,3
3.0855958,8.736601,3
1.6033821,6.7937427,3
3.4293768,8.689252,3
4.610183,4.270012,3
1.7269986,7.849096,3
4.21119,3.7997606,3
4.427361,4.003229,3
2.82774,6.516447,3
4.4112687,4.358086,3
2.1277957,6.709425,3
3.466124,4.9748297,3
2.1061842,8.933046,3
3.9419131,5.161422,3
3.916555,4.880341,3
2.1701398,6.8085046,3
0.28691098,8.421307,3
2.0875185,6.827006,3
1.3117933,7.769884,3
1.304889,7.7505426,3
1.240762,6.90833,3
1.967083,6.462561,3
3.0404067,7.9181905,3
2.11783,6.784307,3
4.5119696,4.1981206,3
1.2420472,7.5466413,3
4.195412,3.8479478,3
3.8165326,4.127807,3
1.3736073,7.299792,3
0.913083,8.283156,3
4.4041886,3.8048692,3
4.1354723,4.3337984,3
4.055683,4.3203764,3
4.527128,4.2571583,3
4.229716,4.1098228,3
1.7399783,6.58209,3
4.658013,4.146199,3
3.6627693,5.1949334,3
1.5084447,8.865205,3
1.1945666,8.547268,3
3.2589788,6.3174076,3
1.8444772,8.209092,3
2.1779165,6.8784566,3
4.382273,4.050755,3
4.5944014,4.169862,3
1.6460468,6.5811033,3
4.661596,5.6663337,3
4.290937,4.3238153,3
3.3317678,4.7580843,3
3.642767,4.3014426,3
4.022063,5.0448394,3
1.3659092,8.573386,3
4.635294,4.0870066,3
2.1492627,6.191502,3
3.977165,3.9469109,3
-0.16568282,9.560153,3
0.9744829,8.791934,3
4.291912,5.47857,3
4.6973157,6.6756163,3
4.224271,6.381474,3
2.54546,8.857243,3
4.3766975,6.3893147,3
1.5416428,7.290039,3
4.5327506,5.9546366,3
1.3719441,8.425978,3
4.392811,6.3445106,3
1.889184,7.9766507,3
3.8123627,8.5311985,3
3.4614797,9.0640335,3
3.450304,8.69781,3
3.9200547,8.301554,3
3.339173,7.037594,3
4.495954,5.886606,3
3.7700362,6.9217763,3
1.268249,6.807538,3
4.2857604,6.3708177,3
4.1587105,5.9081903,3
3.8997226,6.8102303,3
2.1478922,8.751559,3
3.5449748,8.882634,3
4.282368,4.9868145,3
4.320293,5.2401257,3
4.033591,5.2407002,3
4.213552,5.0786753,3
-0.19148411,9.540655,3
4.3183775,6.0000815,3
3.438688,8.123521,3
2.2775521,6.6598754,3
1.281294,6.821194,3
1.4867826,9.04149,3
1.2662828,6.766994,3
1.5581763,7.013695,3
2.834143,8.103938,3
4.759754,5.3331785,3
4.826401,4.9234543,3
0.77577245,8.9041395,3
3.3894963,6.6526003,3
2.955211,7.968264,3
4.2168946,5.2022433,3
1.4190372,8.437172,3
1.7766302,6.6735587,3
3.5682569,8.752076,3
0.92668283,8.768669,3
2.2415576,7.1162853,3
1.2582341,6.674522,3
3.7482836,5.4236207,3
-0.17729668,9.521545,3
5.0814548,5.032787,3
5.104845,5.0307155,3
2.0732496,8.717109,3
4.408264,5.3204713,3
5.0577908,5.0577197,3
4.211017,5.758326,3
1.2615849,6.7158055,3
4.9799414,5.189589,3
4.8562407,5.208882,3
5.0689573,5.0301094,3
4.549569,5.2633758,3
-0.20724572,9.565833,3
1.6325648,7.324312,3
1.2435695,7.643174,3
4.8490987,6.502183,3
1.4681251,6.8598385,3
4.834373,5.526718,3
1.2326808,7.5919695,3
4.144953,5.0850964,3
2.920746,9.196125,3
5.0617146,4.945533,3
-0.18543419,9.552469,3
5.013774,5.002397,3
3.4775267,9.053814,3
5.121522,5.145503,3
1.3867126,8.079999,3
3.1418202,9.154545,3
1.4193882,6.7575474,3
1.9697381,9.22475,3
1.8816235,7.8929605,3
4.577457,5.885842,3
1.2859105,7.4937162,3
1.1553797,8.005354,3
-0.18985559,9.543504,3
4.2311096,5.37993,3
4.3371134,5.8973207,3
0.40696946,8.468281,3
3.6192987,8.672619,3
4.4798803,5.584349,3
4.8659105,6.2449284,3
2.4074068,7.8387723,3
1.9341173,8.214057,3
4.4316726,6.068921,3
-0.084243044,9.4273615,3
4.9778275,5.4481654,3
4.6349664,5.6248093,3
3.1258273,8.597884,3
1.4547273,6.9674544,3
3.5358825,8.920531,3
4.526539,5.5637555,3
2.9279628,9.207917,3
4.7169867,5.7061048,3
3.645051,8.039265,3
2.0660229,8.270866,3
3.9676523,6.81635,3
-0.19049832,9.542531,3
4.2200522,5.5067368,3
1.4215459,8.490217,3
4.8982434,6.420749,3
3.0082538,5.8597293,3
3.3912928,8.256852,3
3.8162296,7.0396113,3
3.6936662,6.874733,3
4.6263423,5.3085613,3
4.0528216,7.0048246,3
-0.17143817,9.546561,3
-0.17063762,9.548363,3
4.1182723,6.9271593,3
4.273708,4.1593947,3
1.3190076,6.7170925,3
2.1829255,8.531653,3
2.9638898,7.568405,3
3.139443,9.201372,3
2.173755,8.576588,3
1.1821748,8.180856,3
2.9978004,7.9439545,3
1.6323689,6.3591895,3
1.014811,7.0242863,3
-0.18229406,9.536923,3
4.2518835,6.893266,3
4.6506352,5.7890673,3
1.1986967,6.840593,3
1.5040053,7.8321543,3
1.2782828,8.807787,3
4.6227355,5.6256905,3
2.4529352,6.78838,3
1.5291862,7.262302,3
4.7626476,5.9637995,3
-0.2187575,9.577989,3
2.0782254,8.710146,3
1.3664823,7.8968377,3
3.4768453,8.847702,3
4.9106164,5.051339,3
5.194571,5.118715,3
4.932399,4.8042774,3
3.9827013,6.8047853,3
3.3568578,9.119063,3
2.87328,6.3647995,3
3.6037636,8.210949,3
4.8534985,4.6308093,3
-0.18951304,9.546224,3
1.2510203,8.226818,3
4.8692684,6.296291,3
1.2417264,8.240941,3
3.7875552,7.653339,3
4.671933,6.035883,3
3.1061125,9.025982,3
3.009475,7.3884425,3
3.11181,7.820141,3
3.5564826,6.0004025,3
1.4375429,7.2671404,3
3.9725795,6.859646,3
1.5016867,6.809905,3
4.686503,4.0744033,3
3.9276874,4.3213677,3
2.257053,6.4141984,3
3.4978838,7.9406514,3
4.112995,5.1219773,3
2.318235,6.11933,3
1.1808871,7.1114187,3
1.8786678,6.4736905,3
1.4537542,6.843747,3
-0.1843764,9.537339,3
1.746825,6.558237,3
1.4405587,7.1244,3
1.4790349,7.452464,3
1.2794212,6.1547403,3
4.4898286,4.3993363,3
4.884783,4.5207963,3
4.52854,5.7581906,3
1.5111108,7.2076125,3
3.8791869,7.0154552,3
2.2557745,6.609061,3
5.143168,5.087727,3
2.002288,7.9531093,3
4.431915,6.2963076,3
4.610981,4.814679,3
4.714774,5.64011,3
4.706513,4.4468718,3
4.9150476,4.5290604,3
4.2149553,6.007809,3
1.3995706,6.8093357,3
2.049975,8.944452,3
1.3301374,6.9048815,3
3.6334236,8.830406,3
1.2867723,7.3841147,3
4.854596,4.309363,3
4.883866,4.5523643,3
3.74339,7.0065427,3
1.5371932,6.745537,3
1.4582096,6.757005,3
4.224444,5.1192346,3
4.0550647,6.7159753,3
0.90811664,8.409983,3
0.8363284,8.78949,3
3.6971548,5.7152433,3
1.6949266,7.020625,3
4.1825294,5.4505806,3
4.6804996,5.6638556,3
3.5090075,7.287591,3
4.553474,5.2196646,3
3.9008534,5.9214997,3
2.0098,8.240134,3
3.493095,8.944899,3
3.5567756,8.61626,3
5.184519,5.1293983,3
3.0302143,7.890514,3
3.3572614,8.57588,3
4.967028,4.6844106,3
3.3037007,8.247554,3
4.133652,4.254478,3
3.754809,4.2202764,3
1.6168988,7.7489996,3
4.7357006,4.433996,3
4.943334,4.661795,3
3.0371208,7.9045973,3
2.58554,8.749811,3
4.553624,5.037958,3
3.630864,8.020148,3
2.2393107,9.194318,3
4.673946,5.572297,3
1.2917081,8.621327,3
5.1344066,5.1502085,3
4.8150325,5.1545343,3
4.6910324,4.3233852,3
1.3265436,7.7759433,3
0.30263647,8.498568,3
4.9491663,4.7460575,3
2.1318414,8.983604,3
4.251197,5.0697,3
4.90872,4.9798045,3
4.827766,6.3292346,3
4.8967524,6.6049314,3
4.9373302,6.297926,3
3.6302016,8.505293,3
4.7635307,4.967159,3
2.013949,8.984688,3
4.80329,5.7098937,3
3.7508128,8.543548,3
4.281252,4.3060145,3
3.3406842,8.095547,3
