0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.1556560093215129,0.31199015152653486,0.53289351367485,0.6197635648114015,0.5751274948091476,0.3624546917758449,0.5657386741197767,0.8075928476781657,0.13851984506402387,0.8800074072314552,0.5051993824519454,0.24893581421741823,0.49787027101129766,0.5727881766949785,0.7720095847292191,0.6009347473901814,0.7519487079723071,0.6804198366229204,0.6664184274505713,0.7527467910376163,0.6684896242426759,0.7519770400989056,0.6556799035683407,0.7039987110705506,0.7039807263764897,0.674887650455608,0.7052189359640376,0.7496151473350543,0.7208354419152762,0.740492322281376,0.7460456796148404,0.7316789600707246,0.7484993145404366,0.7126758148668332,0.7349240064775739,0.7366303674014816,0.7422971547076407,0.7338363182494471,0.7224678807466197,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_0-4.5.wav
0.13529732085589607,0.27975242508999504,0.5012820411056477,0.64960886154917,0.5392101341368545,0.32132262940389766,0.7032581123528652,0.6218154727010639,0.24051866384548803,0.9016192169179615,0.45725320115638135,0.22317136766488552,0.5589148894426323,0.6711152086121294,0.7520555593110881,0.6044811184328753,0.7334144055328298,0.7228184426961453,0.71244707190367,0.7408522792597095,0.6912575687688469,0.7392469085671798,0.7249230181050983,0.7065131428613498,0.7211574104297134,0.7314181895335091,0.743858354406212,0.7680850105288579,0.7407976897295613,0.7661087179872739,0.7650920527965769,0.7570439902492997,0.7766945562853247,0.7444408772068397,0.7655718029919505,0.7654337114367717,0.7593030751781158,0.7548032319475585,0.770638608294253,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_1003.5-1008.0.wav
0.16878341023844357,0.3217862700945994,0.46621101206437904,0.6593271335438808,0.6060241040372124,0.25725434714363465,0.7477238939224793,0.5820291932600921,0.26165575552756937,0.7279795079523513,0.6178516333302614,0.030147826288073942,0.6076053120088274,0.6213156589778616,0.7437587223197707,0.6655293244649003,0.7470485376949814,0.7104543915772039,0.6941743131601739,0.6898850966572524,0.7292454616014139,0.7145073175794272,0.7117530432643131,0.7027958612679248,0.7006959833155819,0.681479455272319,0.7264773524741163,0.7529466551147019,0.7370408678889625,0.7450467187154681,0.7549622320196895,0.7420793738029005,0.7442380799814206,0.7257953202300643,0.7417678323631316,0.7500596997444213,0.7584914811514964,0.7570636296752044,0.7439716497610206,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_1008.0-1012.5.wav
0.2166955081419939,0.2746601010176899,0.4124828624458809,0.7527740627159343,0.49579001052222205,0.23365662540167118,0.7863819893056352,0.60401766124004,0.17696384570047746,0.9545686087542036,0.5473418699641475,0.1161087709998592,0.6110012826595516,0.6339584802009001,0.6586591467559576,0.7240241809250494,0.7768895993375509,0.6814403139948602,0.7556573428036073,0.7490209499035604,0.6873463747024111,0.8180450336585794,0.7610737715451481,0.6751999723639028,0.8202622716188708,0.6523012074620006,0.7590073195731714,0.7551872745321164,0.7423132513073457,0.7645747203864948,0.7527253253022769,0.7641928071922018,0.7516320015797247,0.7388369500903157,0.7594184990049202,0.7591948985013315,0.7643632985565243,0.779299252550043,0.7532143242413151,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_1012.5-1017.0.wav
0.12820439332590894,0.03226043180447302,0.5744865715022367,0.621977009751663,0.3193605295669653,0.5562482130797339,0.8121621843331656,0.05501494931924436,0.7962569382891586,0.6051490196325567,0.19352304226078423,0.7976061141132149,0.350607776538184,0.7568768602243107,0.8850693101650905,0.8226579610755447,0.9260406208313867,0.9067111010937514,0.8853049450873891,0.9145886144831507,0.8964400261509664,0.9138050070379833,0.9127773017823564,0.8892086986881065,0.9011721090926246,0.8984376975394307,0.9202227570340856,0.9543913964627575,0.9337792471564151,0.9464683343181033,0.9423515623975632,0.9483125629035903,0.945205570585552,0.9218266158186023,0.9431093618759083,0.9481155362250766,0.9477549648937691,0.9470425632756249,0.9400565046674786,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_1017.0-1021.5.wav
0.12911658116346914,0.03061848112841009,0.5658438217969797,0.622606564663106,0.3102947314397343,0.552579416435772,0.8084328421743191,0.05095503539352683,0.7948992749550026,0.6007510971476826,0.1992427387734288,0.7878370568918951,0.35477425133696455,0.7527779422554545,0.9222752991453284,0.8336159577033784,0.9339865935998679,0.9478164509067601,0.8872190999445517,0.9220325981321552,0.9382445000846293,0.9292686121909701,0.9227744172999948,0.9309100402563928,0.9120685839526559,0.8928001768699495,0.934458602895139,0.9684454526704009,0.946505746622723,0.9621302679251107,0.9566117100861574,0.9590235181413803,0.9579343891139314,0.9361055186415966,0.954228886115499,0.9641250809018771,0.964484779191082,0.9594238001176169,0.9545122958411488,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_1021.5-1026.0.wav
0.13897077935233781,0.02917187389317369,0.5735314923596346,0.6370994221356643,0.3007507453240603,0.5577850683992709,0.8149350336832639,0.03909624006498405,0.8031242246296588,0.5872069889749565,0.19318205357898427,0.8014951404361067,0.32256784448451303,0.7665637626330962,0.8983476533506919,0.8322263450112783,0.9484457629178007,0.9282397527989454,0.910608840114357,0.9218966376135792,0.918163077111356,0.9335363262634169,0.9080498012615175,0.9170800990935304,0.9124565969674301,0.8997026464528387,0.9296486753268772,0.9625904514858854,0.9400124484545663,0.9557288595576692,0.951023460235637,0.9569021409488815,0.9516700734266521,0.933111605293195,0.9512832211153741,0.9550463200227934,0.9623425236955656,0.9544467886780236,0.9473418240016122,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_1026.0-1030.5.wav
0.37541520359182634,0.5548326424948321,0.4887832197906617,0.7126497579934614,0.5764259442479318,0.3204181271722064,0.4970743341939154,0.847252083936781,0.12584103397099083,0.7251776547871415,0.555718206278897,0.30267932363509414,0.24997861264132573,0.421336777825837,0.5824754419623234,0.34757355290842273,0.5210169369270738,0.4768995376975389,0.5062221771338102,0.5053765049620141,0.48343138752919534,0.5272623424164868,0.5016214611189669,0.5203234329469282,0.4918742535116911,0.49163110216823813,0.4767269543342644,0.5094908360167543,0.5009710258219057,0.5187638829056582,0.5260525660194059,0.5278893539100659,0.5319520016523,0.5071558482022863,0.5253634757402457,0.5139260463537034,0.5433149161190662,0.5319451958094253,0.5271667175559015,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_103.5-108.0.wav
0.14104716791866068,0.02767205313195624,0.5669030221005592,0.6454002862387,0.3083368022876445,0.5486398657518268,0.825645632645905,0.053317262611377314,0.7953660206453832,0.5881644512031661,0.2020935674576404,0.7993806796685311,0.31199235030922196,0.7050417354355475,0.9152214710013215,0.8545914056870509,0.9051665456808753,0.9458371009498097,0.8886738177963045,0.9134689738023981,0.913062135740978,0.9317274611259831,0.9295792868079942,0.9070822595794046,0.9300657111286248,0.9011733585320073,0.9381583889548853,0.9615024746110636,0.9334799637539531,0.9560045850157539,0.9496913509835788,0.9548698361492126,0.9509174060159868,0.932062210682698,0.9476039988576068,0.9540178458997122,0.9561933837906216,0.9483458434187334,0.9472823012139425,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_1030.5-1035.0.wav
0.14000946777842316,0.04132910387048441,0.5341869626822108,0.6926207965761059,0.30652554179196123,0.5198502501450908,0.8281276465785936,0.10354896393126756,0.7505073347029236,0.5380392602657781,0.3038723007377088,0.7161400687072776,0.30040263885087903,0.7886899596024258,0.8989819227724477,0.812026497930411,0.9407124005307397,0.9389512851262054,0.9177024393415807,0.8945937028346097,0.9217011153523134,0.9282750572346441,0.8870094019014776,0.9206409365918633,0.9159506944803486,0.8846019705201428,0.9433435549313988,0.9532099455184089,0.92817602171592,0.9542303318618881,0.9451628161741529,0.9496568289137469,0.942610243927442,0.9251341039109419,0.9404843554431754,0.949590506784834,0.9510703675435368,0.951911030938675,0.9442239993930776,D:\PhD-data\Undara-DryB\20210604T000000+1000_REC_1035.0-1039.5.wav
