,Best approach,Silhouette Coefficient,Calinski-Harabasz,Davies-Bouldin,Dunn-Index,Composite Score
39-features-Duval-DryA-20min-full-day,single,0.3194630570332733,3.8140605867754975,0.4645449877502464,0.17566972552092422,2.101787261216909
39-features-Mourachan-WetA-20min-full-day,ward,0.44614254563033456,2116.8882124289025,0.8615934772454098,0.02715774011926769,2.1873307770806467
39-features-Rinyirru-WetB-20min-full-day,average,0.49041202030580466,3003.8733471823653,0.7666039747372762,0.030284390818722775,2.8564927307439376
39-features-Undara-DryB-20min-full-day,ward,0.46222844707304467,2159.884337510811,0.8907646704535979,0.015268613570498668,2.016135807996814
39-features-Wambiana-WetA-20min-full-day,ward,0.4275170112986667,2107.4645117371915,0.8791019577116055,0.03077463238267482,2.28918388170906
Tarcutta-DryA-20210430,single,0.4145724769300069,15.30632610408037,0.41743257131699996,0.14180510429579604,2.7879536659237005
