,Best approach,Silhouette Coefficient,Calinski-Harabasz,Davies-Bouldin,Dunn-Index,Composite Score
39-features-Wambiana-WetA-20min-full-day_n_neighbors_50_min_dist_0.1,"min_cluster_size=45, min_samples=5",0.7857846,9883.92376024598,1.1368575726505892,0.0014949416047862654,1.2938874209760152
39-features-Wambiana-WetA-20min-full-day_n_neighbors_50_min_dist_0.5,"min_cluster_size=5, min_samples=1",0.7566292,15446.574297202384,0.3759544572202064,0.5782571436076709,1.0
39-features-Wambiana-WetA-20min-full-day_n_neighbors_50_min_dist_0.9,"min_cluster_size=25, min_samples=3",0.6596527,8646.895176630847,0.5111086743381581,0.39633445330254985,1.0
Tarcutta-DryA-20210430_n_neighbors_5_min_dist_0.1,"min_cluster_size=5, min_samples=1",0.34347013,91.46116165448223,1.0448558694344832,0.026837177854766213,0.19233640131979693
Tarcutta-DryA-20210430_n_neighbors_5_min_dist_0.5,"min_cluster_size=35, min_samples=4",0.35548094,85.31468342098985,0.6347546827029927,0.2514327713735041,2.236598577675665
Tarcutta-DryA-20210430_n_neighbors_5_min_dist_0.9,"min_cluster_size=5, min_samples=1",0.06724504,56.8109360779715,1.2418503248922548,0.07605130865162693,2.0970785614909806
Tarcutta-DryA-20210430_n_neighbors_15_min_dist_0.1,"min_cluster_size=45, min_samples=5",0.35320345,749.5725073858877,1.3615462751592762,0.0018092325328622387,0.4257739411422601
Tarcutta-DryA-20210430_n_neighbors_15_min_dist_0.5,"min_cluster_size=45, min_samples=5",0.22528034,1535.3293208778546,1.377318267638648,0.01936810465206203,3.046691120869288
Tarcutta-DryA-20210430_n_neighbors_15_min_dist_0.9,"min_cluster_size=5, min_samples=1",-0.0035083403,35.58209809924289,1.4689047452581605,0.10205565066440465,2.9864768097957626
Tarcutta-DryA-20210430_n_neighbors_50_min_dist_0.1,"min_cluster_size=25, min_samples=3",0.6358859,9033.237024765485,0.40539963031417536,0.2702437969606259,3.999999998542493
Tarcutta-DryA-20210430_n_neighbors_50_min_dist_0.5,"min_cluster_size=5, min_samples=1",0.04050796,56.505161265232594,1.2085338976272104,0.05100120567770034,2.6381939086741335
Tarcutta-DryA-20210430_n_neighbors_50_min_dist_0.9,"min_cluster_size=15, min_samples=2",-0.062445536,145.16912343344254,2.2290728368350834,0.033198733511814106,3.0723682652058515
