,Best approach,Silhouette Coefficient,Calinski-Harabasz,Davies-Bouldin,Dunn-Index,Composite Score
39-features-Duval-DryA-20min-full-day_n_neighbors_5_min_dist_0.1,"eps=0.1, min_samples=2",0.11455342,15.279961214487564,1.1335751414780029,0.21017625436232598,1.8618456397675527
39-features-Duval-DryA-20min-full-day_n_neighbors_5_min_dist_0.5,"eps=0.5222222222222223, min_samples=4",0.12937453,7.210744364888863,0.7064653583831763,0.9413621129939863,2.450082393734413
39-features-Duval-DryA-20min-full-day_n_neighbors_5_min_dist_0.9,"eps=0.1, min_samples=2",-0.6728675,2.125288833858279,1.3036040853492503,1.3196672347686154,1.2319134706155517
39-features-Duval-DryA-20min-full-day_n_neighbors_15_min_dist_0.1,"eps=0.1, min_samples=2",-0.004907295,17.74706352660679,1.131024870320607,0.12514015242943308,2.388509958296384
39-features-Duval-DryA-20min-full-day_n_neighbors_15_min_dist_0.5,"eps=0.7333333333333333, min_samples=5",0.3133515,19.68196069410049,0.4803337116398659,0.6494248586690994,2.579326061737813
39-features-Duval-DryA-20min-full-day_n_neighbors_15_min_dist_0.9,"eps=0.3111111111111111, min_samples=3",-0.18274754,3.0253575018258623,1.0584105015898149,1.5168705298042586,2.203653892519678
39-features-Duval-DryA-20min-full-day_n_neighbors_50_min_dist_0.1,"eps=0.1, min_samples=2",-0.086777896,21.494786152491933,1.149622010420525,0.07346207165292457,2.4808617874172945
39-features-Duval-DryA-20min-full-day_n_neighbors_50_min_dist_0.5,"eps=0.7333333333333333, min_samples=5",-0.05013068,10.343296404300116,0.6907403810306422,0.6113581471042129,2.468765396678827
39-features-Duval-DryA-20min-full-day_n_neighbors_50_min_dist_0.9,"eps=0.3111111111111111, min_samples=3",0.041655045,4.555485026914935,0.7727820311354529,1.4318017263552487,2.3893362621439316
39-features-Mourachan-WetA-20min-full-day_n_neighbors_5_min_dist_0.1,"eps=0.1, min_samples=2",0.29843768,41.66800866410938,1.1041006090114467,0.1000380838801659,0.6455369885898663
39-features-Mourachan-WetA-20min-full-day_n_neighbors_5_min_dist_0.5,"eps=0.7333333333333333, min_samples=5",0.2413346,13.516113072197708,0.5808116535411328,2.233746318168821,1.9710674070329026
39-features-Mourachan-WetA-20min-full-day_n_neighbors_5_min_dist_0.9,"eps=0.3111111111111111, min_samples=3",-0.12556773,2.6517566180162544,1.0118239020039743,1.16292930485053,1.54952452648539
39-features-Mourachan-WetA-20min-full-day_n_neighbors_15_min_dist_0.1,"eps=0.1, min_samples=2",0.28518054,89.85147409076275,1.177737375031434,0.10095761664898625,0.5040938101424157
39-features-Mourachan-WetA-20min-full-day_n_neighbors_15_min_dist_0.5,"eps=0.9444444444444444, min_samples=6",0.28764632,21.87322400360646,0.5310471879661521,0.7091552105292573,1.8887321749977042
39-features-Mourachan-WetA-20min-full-day_n_neighbors_15_min_dist_0.9,"eps=0.3111111111111111, min_samples=3",-0.05481007,4.359541316629397,0.7806010235793139,0.9189425399385281,1.8377950632921682
39-features-Mourachan-WetA-20min-full-day_n_neighbors_50_min_dist_0.1,"eps=0.5222222222222223, min_samples=4",0.2250884,155.50393672547168,1.2023294891777265,0.02146684800369523,0.16951367466172707
39-features-Mourachan-WetA-20min-full-day_n_neighbors_50_min_dist_0.5,"eps=0.7333333333333333, min_samples=5",-0.5648446,11.620162509976673,0.8956235461076325,0.4136370922803535,1.2008868620342121
39-features-Mourachan-WetA-20min-full-day_n_neighbors_50_min_dist_0.9,"eps=0.3111111111111111, min_samples=3",-0.45202622,3.3636583570175413,1.091214095998988,0.8666850116227838,1.6800457424785082
39-features-Rinyirru-WetB-20min-full-day_n_neighbors_5_min_dist_0.1,"eps=0.1, min_samples=2",0.22793552,28.89806984833799,1.3113228336109781,0.15496987808623747,1.6280273898388993
39-features-Rinyirru-WetB-20min-full-day_n_neighbors_5_min_dist_0.5,"eps=0.7333333333333333, min_samples=5",-0.09038657,2.4220424331069745,1.3141698424941834,0.9758003341353041,1.6050588170463715
39-features-Rinyirru-WetB-20min-full-day_n_neighbors_5_min_dist_0.9,"eps=0.3111111111111111, min_samples=3",0.16993426,5.8468295799808345,0.6674800430731644,1.0558171414883508,2.0582262643599694
39-features-Rinyirru-WetB-20min-full-day_n_neighbors_15_min_dist_0.1,"eps=0.1, min_samples=2",0.105512396,46.44588035360233,1.3475783491370448,0.07823549151273974,0.5120697994116635
39-features-Rinyirru-WetB-20min-full-day_n_neighbors_15_min_dist_0.5,"eps=0.7333333333333333, min_samples=5",-0.025751878,7.7039314986117615,0.8601975562549969,0.5342158688943878,1.5080017212001802
39-features-Rinyirru-WetB-20min-full-day_n_neighbors_15_min_dist_0.9,"eps=0.3111111111111111, min_samples=3",-0.42387873,1.904049039776383,1.1635953839142867,1.5540100326636965,1.2295511949892173
39-features-Rinyirru-WetB-20min-full-day_n_neighbors_50_min_dist_0.1,"eps=0.1, min_samples=2",0.06073651,89.8100468958056,1.5200146272235142,0.06838759175556368,0.22266116777665093
39-features-Rinyirru-WetB-20min-full-day_n_neighbors_50_min_dist_0.5,"eps=0.7333333333333333, min_samples=5",0.04497023,6.249061667984293,0.7831684416183048,0.49304846226201904,1.5200228044437802
39-features-Rinyirru-WetB-20min-full-day_n_neighbors_50_min_dist_0.9,"eps=0.5222222222222223, min_samples=4",0.024203783,3.8530208638485535,0.9257058780958757,1.58627263970337,1.6307371618214477
39-features-Undara-DryB-20min-full-day_n_neighbors_5_min_dist_0.1,"eps=0.1, min_samples=2",0.28356487,25.96100217089114,1.046612393590181,0.10130588034080994,1.8374418691780532
39-features-Undara-DryB-20min-full-day_n_neighbors_5_min_dist_0.5,"eps=0.9444444444444444, min_samples=6",0.25248346,20.90984410650032,0.549672189785258,0.6782330888622937,2.275566849160231
